yyyy,public,all_stock,horz,domestic,relsize,bidder_mtb,bidder_lev,bidder_tang,bidder_cash,bidder_rd,rate,post,lbidder_size,med_mtb_sect
2003,1,0,0,1,.14351265,1.6435573,.17192721,.43939555,.14169158,0,.058800001,1,8.3206911,1.466329
2003,0,0,1,1,1.0909091,.91878241,.041507255,.65761888,.04643108,0,.058800001,1,4.1896548,1.466329
2003,0,0,1,1,1.7663044,1.2377446,.40169916,.20107006,.0487312,0,.052199997,1,5.2149358,1.466329
2004,1,0,0,1,.069995113,1.4556741,.19941734,.15306732,.083578095,0,.054699998,1,8.3163004,1.5921651
2004,1,0,0,1,.08079125,1.4556741,.19941734,.15306732,.083578095,0,.053300001,1,8.3656721,1.5921651
2004,0,0,0,1,.042575285,1.1817938,.19410902,.11683574,.049146913,0,.0546,1,6.8700533,1.5921651
2004,1,0,0,1,.076734655,1.6420752,.22526705,.36740711,.12125278,0,.060399998,1,8.5367994,1.5921651
2004,0,0,1,1,.12048193,.87834573,.20473623,.21760049,.026028801,0,.058200002,1,4.4188404,1.5921651
2005,1,0,0,0,.10990554,2.0212684,.16469288,.21582861,.055698846,0,.053300001,1,7.3702307,1.8923173
2006,0,0,0,1,.27000001,1.153708,0,.019324595,.018367933,0,.058499999,1,3.0910425,2.3058858
2006,0,0,1,1,.060037207,2.4046991,.007835011,.41217989,.092498459,0,.0535,1,8.6849089,2.3058858
2006,0,1,0,1,1.6855556,.95075279,0,.12125105,.0071465848,0,.054000001,1,2.8903718,2.3058858
2008,0,0,0,1,.086287312,2.7954879,.000162968,.14741671,.4590852,0,.055300001,1,6.2841344,1.2017493
2011,0,0,0,0,.30387738,1.0876591,.22942033,.33420512,.086091578,0,.0493,1,7.0544496,1.4572204
2012,1,0,0,1,.41850942,1.4036767,.27144951,.14746635,.034535624,0,.035,1,8.8071728,1.6206237
2013,0,0,0,1,.87927926,.85887486,0,.12484888,.15607272,0,.045400001,1,4.7095304,2.1067774
2013,1,0,0,1,.10837223,1.7250503,.36277777,.3891778,.011784013,.01330589,.045400001,1,8.5197897,2.1067774
2014,0,0,0,1,.065949321,1.9211195,0,.37727797,.272479,0,.0416,1,7.9658928,2.3913646
2014,0,0,0,0,.065230727,2.4078269,.35867551,.34302434,.028328029,.012546552,.0416,1,9.0291786,2.3913646
1995,0,0,0,0,.1923077,.97490942,.10426203,.18644617,.0074554188,0,.071199998,0,5.3375382,1.7026583
1996,1,1,1,1,.4962264,2.5230472,0,.25487095,.063554563,0,.0766,0,6.5352411,2.0339148
1997,1,1,0,1,.6063115,1.6155233,.042552821,.2924014,.21223632,0,.071500003,0,4.8040209,1.9410763
1998,0,0,0,1,.39704773,1.5384902,.17329969,.50882149,.013763008,0,.0669,0,5.4312563,1.5056156
1998,1,0,0,1,.10944406,1.9531971,.3032369,.39027429,.024916776,.014874101,.067199998,0,7.2591162,1.5056156
1999,1,0,1,0,.25374714,1.2944055,.1825255,1.0263586,.050216347,0,.071900003,0,7.6847839,1.0992998
1999,1,0,0,1,.11907459,1.1610181,.29424509,1.2536834,.000433351,0,.072300002,0,8.8723469,1.0992998
1999,1,0,1,1,.11511146,1.2944055,.1825255,1.0263586,.050216347,0,.064000003,0,7.5647569,1.0992998
2000,1,0,0,1,2.4041369,1.3244152,.31508452,1.0326397,.001625488,0,.075500004,0,8.4463415,1.0409665
2003,1,1,0,1,.19301382,1.2702826,.12891488,.11161754,.16468787,0,.049699999,1,7.6824822,1.7855333
2008,0,0,0,1,.026022306,1.0212766,.21434274,.5360533,.045564264,0,.055100001,1,6.2878585,.8906287
2014,0,0,0,1,.19969279,2.2127852,.74676675,.35484064,.066971391,0,.041100003,1,6.4785094,3.2155342
1993,0,0,0,1,.029801916,1.7525678,.40712723,.087130018,.34775668,0,.069200002,0,4.3241129,2.0157363
1993,0,0,0,1,.022246717,2.2867775,.14968784,.64668727,.0059318822,.0073742941,.069299996,0,7.3020682,2.0157363
1993,0,0,0,1,.32602274,1.3168607,.033962391,.71014231,.029501999,.013052879,.069299996,0,4.4773369,2.0157363
1993,0,1,0,1,.044423345,2.2867775,.14968784,.64668727,.0059318822,.0073742941,.071699999,0,7.2598195,2.0157363
1994,1,1,0,1,1.5400001,1.2270687,.25960708,.19228551,.048313357,0,.079700001,0,3.4011974,1.5153198
1995,1,0,0,1,1.9030427,1.4410126,.28083378,.57422131,.15604319,0,.072999999,0,4.7410412,1.5193673
1995,0,0,1,1,.090172566,2.0709965,0,.58928341,.030004187,0,.076499999,0,4.8174696,1.5193673
1999,0,0,1,0,.64589924,1.3861121,0,.88829327,.030927835,.034364261,.066199996,0,5.9141607,1.4657226
1999,0,0,0,1,1.120332,2.5027852,.016557662,.29732829,.0056177778,0,.073899999,0,5.484797,1.4657226
1999,0,0,0,1,.023241926,2.8347375,.11935822,.84918964,.10499195,.043860454,.074000001,0,7.4030609,1.4657226
1999,1,0,0,1,2.0735714,1.2424937,.15367854,.4078179,.046314321,0,.072300002,0,4.2484951,1.4657226
1999,0,0,0,1,.065979496,1.9773525,.099537626,.512339,0,.013337737,.066399999,0,6.8127556,1.4657226
1999,0,0,0,1,.17605634,1.7632766,.30595136,.53220111,.02245116,0,.071900003,0,4.9558272,1.4657226
1999,1,0,1,1,.23411651,1.9773525,.099537626,.512339,0,.013337737,.075500004,0,7.1369438,1.4657226
2000,1,0,0,0,.012944764,1.398488,.14897496,.46818045,.032063335,.040166236,.076200001,0,8.4355583,1.2168046
2000,0,0,0,1,.051052634,2.8861272,0,.24048655,.20865045,.027996738,.076399997,0,4.3307333,1.2168046
2001,1,0,0,1,.082085975,1.1477987,.10373773,.76936966,.0080139367,.022806462,.071699999,1,7.700748,1.5722755
2003,1,0,0,1,.14259259,1.0438401,0,.7093305,.045271579,.016589474,.0572,1,4.6821313,1.8157001
2012,1,0,1,1,.69779927,5.005415,.70597607,.43697143,.13439733,.011953321,.034699999,1,7.5299435,1.6121678
2013,0,0,0,1,.096415326,2.4052606,.26413101,.80855787,.087374538,.051030111,.038900003,1,7.3889461,2.4419227
2014,0,0,0,1,.13074204,1.9348538,.25541314,.57833505,.017754905,.026279502,.0438,1,6.7440591,2.5619648
1993,1,0,0,1,.15222642,2.2183194,.19332211,.91052687,.030539151,.012354286,.066700004,0,7.5727458,1.8284302
1993,0,0,0,1,.56652761,1.0482835,.00046394501,.3944194,.001093584,0,.077100001,0,3.0713034,1.8284302
1993,0,0,0,1,1.2212409,1.0939436,0,.20207876,.34819108,.036777932,.069299996,0,.82975197,1.8284302
1994,0,0,0,0,.37319347,1.0097868,.33203483,.92300123,.0040367078,.0071437089,.079899997,0,7.3400111,1.7925657
1995,1,1,1,1,.72214758,1.8150859,.13840702,.98336732,.0035439341,.024881992,.0757,0,9.1535587,1.5050993
1995,0,0,0,1,.20867369,2.0469923,.30789134,.60873222,.1179172,0,.074099995,0,3.1335139,1.5050993
1997,1,1,0,1,.014224625,2.8865569,.14677055,1.0068802,.007023646,.017550671,.07,0,10.263607,1.7180316
1997,0,0,0,1,.26484752,1.3662529,.2900793,.95703173,.0051053572,.002566895,.0722,0,7.8208408,1.7180316
1997,0,0,0,1,.11170213,.97436947,.20950077,.49836126,.016887166,0,.067600004,0,3.8501475,1.7180316
1997,0,0,0,1,.04230769,2.3908672,.38477576,.84604436,.025172168,0,.071500003,0,6.6920838,1.7180316
1997,0,0,0,0,.091797777,1.9240046,.22753547,.94850236,.081187598,.015764583,.066100001,0,6.5153017,1.7180316
1998,1,1,0,1,.027745403,3.0689938,.16011894,.86598617,.0080596479,.018799929,.062399998,0,10.246297,1.504365
1998,0,1,0,1,.01589041,1.1615342,.28421918,.94550347,.01487628,.003734021,.067199998,0,9.5887766,1.504365
1998,1,0,1,1,.54343343,1.1615342,.28421918,.94550347,.01487628,.003734021,.062199999,0,9.5287943,1.504365
1999,1,0,0,1,.028480016,3.1649549,.17695375,.90350622,.012320539,.019233732,.075500004,0,10.340903,1.3980442
2000,1,0,1,0,.34501234,1.3539522,.46850595,.5508672,.002434324,0,.076799996,0,8.3074589,1.2104689
2000,1,0,0,1,.46957141,1.2150921,.48591524,.50238276,.002691882,0,.076799996,0,6.4457197,1.2104689
2000,1,0,1,1,.61811358,1.4303972,.30808115,1.0720233,.014966301,.0029073609,.079899997,0,9.6547699,1.2104689
2000,0,0,0,1,1.3125,.82647091,.0039173602,.58719003,.19208096,.038721301,.076399997,0,3.871201,1.2104689
2001,1,1,0,1,1.0173918,1.123976,.23288733,1.1190845,.0051760562,0,.071699999,1,7.9759083,1.2407186
2001,1,0,0,0,.29181749,1.221985,.26072621,1.0355508,.0039967229,0,.072899997,0,7.8663387,1.2407186
2001,1,0,0,1,.2988658,1.0443176,.078987986,.22081359,0,0,.070300005,1,7.9512072,1.2407186
2004,0,0,0,1,.51398498,1.50679,.48103622,.48454842,.0032670081,0,.0546,1,4.8903489,1.6983061
2006,0,0,0,1,.036503382,1.1339242,.13530254,.21763048,0,0,.0535,1,8.4926958,1.788833
2008,0,0,0,1,1.0195072,1.2826024,.37085578,.92191923,.0060532019,0,.055300001,1,6.8814111,.77124476
2008,0,0,0,1,.070674248,1.2411712,.50353414,.70414001,.038202625,0,.056399997,1,7.115582,.77124476
2011,0,0,0,1,.71493131,1.3055409,.2591399,.5831759,.12512502,.016298108,.0493,1,8.312871,1.379505
2011,1,0,0,1,.25432932,1.2005373,.32947019,1.2511826,.081717126,.00047303701,.0493,1,9.5527239,1.379505
2011,0,0,1,1,.53311795,1.3979573,.12901698,.809582,.093588263,0,.039799999,1,6.4281054,1.379505
2011,1,0,1,1,1.8685139,1.3178355,.30783218,.80774641,.005454733,.0041167792,.052199997,1,7.6558642,1.379505
2013,1,0,0,1,.38058519,2.1435883,.32746944,1.494922,.084520213,.004605162,.045300003,1,8.5587187,1.9832401
2013,0,0,1,1,.7481752,1.4730322,.26018262,.70166826,.014576097,0,.043400001,1,7.2225661,1.9832401
2014,0,0,1,1,12.17,1.4101181,.74676675,1.3868583,.010281716,0,.044499997,1,3.4657359,2.0993819
2014,0,0,0,0,.090395302,1.6410277,.23779538,.85587007,.054674815,.0050511509,.041100003,1,8.3366299,2.0993819
1993,0,0,0,1,.028604455,3.5740371,.09630397,.6084401,.22939488,0,.066599995,0,8.0540028,2.3349719
1993,0,0,0,1,.83415782,.96913397,.11276259,.8466112,.035869997,0,.075800002,0,.68815023,2.3349719
1993,0,1,0,1,.16093023,1.6947161,.068705,.21043515,.050840028,0,.077100001,0,4.4543471,2.3349719
1993,1,1,1,1,.53817731,1.5526968,.10371614,.7311303,0,0,.071699999,0,7.6157908,2.3349719
1993,0,0,0,1,.11642323,1.8400071,.14301634,.26696077,.0052740281,0,.066599995,0,7.9720888,2.3349719
1995,1,0,0,1,.31023213,2.5161252,.20697579,.75921679,.011937248,0,.0757,0,8.9335327,2.3652408
1995,1,0,0,1,.17444445,1.7703787,.48100406,.11409979,.003117634,0,.071199998,0,5.9584246,2.3652408
1995,0,1,0,1,.010084684,4.6387286,.031869229,.55075228,.15722153,0,.076499999,0,4.6920476,2.3652408
1996,1,0,0,1,.2414916,1.7695493,.23034619,.41564324,.0069638761,0,.074600004,0,8.4189186,2.6055117
1996,0,0,1,1,.085142612,1.8739309,.0048939702,.89428806,.047773775,0,.069899999,0,6.5905619,2.6055117
1996,1,0,0,1,.29434606,1.7623142,.6032244,.085983112,.014471015,0,.076200001,0,7.3072023,2.6055117
1996,0,0,0,1,.099130429,1.3664566,.05141769,.53146487,.096191078,0,.075000003,0,4.7449322,2.6055117
1997,1,1,0,1,.45337662,2.99595,.10944834,.54082972,.026438441,0,.0722,0,6.2897158,2.9277153
1997,1,0,1,1,1.0351385,1.6329708,.2169777,.64888895,.006711463,0,.067600004,0,7.1701198,2.9277153
1997,0,0,1,1,.42857143,.8733204,.12408046,1.2778937,.00044137699,0,.0722,0,3.5553482,2.9277153
1997,1,0,0,1,.23850338,1.7586859,.28232315,.27634883,.1601996,0,.075800002,0,8.0876408,2.9277153
1998,0,0,0,1,.50889236,1.4740789,.15775134,.48920777,.096963644,0,.063699998,0,3.342747,1.9231194
1998,0,0,0,1,.044137932,3.7129879,.30730712,.67408532,.022167519,0,.065200001,0,6.5861716,1.9231194
1999,0,0,0,1,.092436977,2.7373557,.025708316,.059384871,.54651642,0,.072300002,0,5.8777356,1.6938429
2000,1,0,0,1,.18268181,2.0403855,.42629436,.48498312,.01826405,0,.076700002,0,5.3936276,1.5639439
2000,0,0,1,1,.38999999,1.2189112,.013036542,1.161782,.037809249,0,.076200001,0,4.6051702,1.5639439
2000,1,1,0,1,.25660309,1.9542203,.63837272,.11793659,.01055828,0,.074499995,0,7.9105906,1.5639439
2000,1,0,1,1,.95865345,2.1113169,.30623853,.20351237,.071725413,0,.076399997,0,9.154933,1.5639439
2000,1,0,1,1,.31984735,1.2927798,.0044883131,1.0135524,.019789379,0,.076799996,0,4.8751974,1.5639439
2001,1,0,0,1,.099254087,1.8046902,.0067749852,.036193274,.30989045,0,.067699999,1,6.0614572,1.9081264
2001,1,0,1,1,5.5254545,2.5521479,.11054384,.20568468,.090045609,0,.071699999,1,3.4965076,1.9081264
2002,0,0,1,1,.026018236,1.6968803,.32125619,.27017781,.006537545,0,.067600004,1,7.4054956,1.7423329
2002,0,0,1,1,.45241201,1.7124566,.16173579,.25282362,.27206099,0,.068099998,1,7.3356338,1.7423329
2003,1,1,0,0,.94616562,1.4911889,.23887198,1.4651942,.019209195,0,.056199998,1,7.988543,2.5959344
2003,0,0,0,1,.21969697,1.5177382,.40213922,.53788608,.016567187,0,.052199997,1,5.7990928,2.5959344
2004,0,1,1,1,.010511364,2.0731561,.050635211,.91919786,.09781035,0,.054699998,1,5.8636312,2.5242372
2004,0,0,0,1,.083025828,4.0237861,.11740178,1.3279674,.018030079,.022773383,.053300001,1,6.9884133,2.5242372
2004,1,0,1,1,.30040827,5.2129693,.6761049,.74460888,.0052721328,0,.060100004,1,7.6410842,2.5242372
2004,0,0,0,1,.95275593,2.0731561,.050635211,.91919786,.09781035,0,.058200002,1,5.5373344,2.5242372
2004,1,0,0,1,.14534073,4.0237861,.11740178,1.3279674,.018030079,.022773383,.054699998,1,8.1667843,2.5242372
2004,0,1,0,1,1.2388572,2.0935555,.1922048,.17760403,.03024357,0,.054699998,1,5.5012584,2.5242372
2005,1,0,1,1,.69252777,1.867983,.14389063,.2617335,.0057057622,0,.051999997,1,7.6348205,2.4047866
2005,1,0,1,1,2.1003399,1.4627395,.74525988,.02114995,.0027029931,0,.054200001,1,7.6152983,2.4047866
2006,0,0,0,1,.058458164,2.5641112,.1262242,.96598715,.0059669851,0,.053300001,1,7.9146175,1.9645368
2006,1,0,0,1,1.7553551,1.5738517,.073904127,.41765562,.0014627459,0,.058400001,1,7.8651881,1.9645368
2006,1,0,1,1,.18198466,1.396479,.25234431,.63580018,.039120089,0,.053300001,1,8.8783579,1.9645368
2006,1,0,0,1,.40525579,1.6922785,.74676675,.60518414,.00095871999,0,.054000001,1,6.9800758,1.9645368
2006,0,0,1,1,.067518249,2.5463264,.002157744,.90066761,.17281243,0,.059499998,1,6.3062754,1.9645368
2006,0,0,0,1,.010927255,1.5128325,.19816737,.6257593,.0099110156,0,.055100001,1,8.0718431,1.9645368
2008,1,0,0,1,.11254448,2.3755519,.64016747,.38487306,.017852496,0,.056700002,1,7.0246491,1.2051042
2008,0,0,0,1,.17972973,8.5860233,0,.019484818,.10476328,0,.050500002,1,3.6109178,1.2051042
2009,1,0,0,1,.23373494,1.297881,.74676675,.50428319,.0067288871,0,.0561,1,5.1119876,1.5881503
2009,0,1,0,1,.020945946,.63004827,0,.12186712,.42193642,0,.052600004,1,4.3040652,1.5881503
2010,0,0,1,0,.073623188,1.0051054,.2650924,.48787421,.028558712,.0093151378,.046799999,1,4.9272537,1.6197007
2010,1,0,0,1,.11421027,1.2797269,.34095067,.82666105,.057067081,0,.052699998,1,8.3163004,1.6197007
2010,0,0,0,1,.098890007,1.5282943,.6132322,.37748367,.010558863,0,.049600001,1,6.8987145,1.6197007
2010,1,0,0,1,.12942941,1.8260449,.19131772,.045201637,.076894149,.043991577,.0504,1,8.6536455,1.6197007
2011,0,0,0,0,.03162162,1.1881175,.27930766,.42436302,.036791969,.0063812891,.0493,1,5.6903596,1.3020353
2012,1,0,0,1,.033428438,1.1851135,.41257229,.88568771,.054300446,0,.036400001,1,7.6838641,1.4476181
2012,0,0,0,1,.030897856,1.6600852,.18752867,.22287644,.10258016,0,.039900001,1,7.9197197,1.4476181
2012,0,0,0,1,.10852713,1.2778282,0,.19545014,.033672482,0,.037999999,1,4.8598123,1.4476181
2013,0,0,0,0,.07502488,1.8976207,.1244629,.081245549,.032971177,0,.045400001,1,6.401917,1.888528
2013,1,0,0,1,.44921562,1.2809521,.22447109,.62273043,.027434658,0,.043400001,1,8.4696817,1.888528
2013,1,0,1,1,.21845317,1.2160348,.47092679,1.0035386,.059303015,0,.046300001,1,7.9554253,1.888528
2014,1,1,1,1,.44191986,1.6946841,.20494136,.84228933,.22901163,0,.040799998,1,7.0884089,1.8278849
2014,1,0,0,1,1.0290897,1.6576884,.47202775,.16664064,.037274484,0,.042399999,1,7.3092122,1.8278849
2014,0,0,0,0,.2658228,1.0254967,0,.18765956,.41732326,0,.0392,1,4.3694477,1.8278849
1993,0,1,0,1,.050123457,1.3924634,.023621034,.052367114,.003421471,.18650594,.075800002,0,4.3944492,3.1011429
1993,1,1,0,1,.035013925,4.3857474,.2637853,.22376721,.096579939,.038758166,.071699999,0,7.4927602,3.1011429
1993,1,1,0,1,.093863636,8.9663839,.035131745,.76380175,.56963611,.21957339,.066599995,0,3.7841897,3.1011429
1993,0,1,0,1,.049583051,1.5657413,.173234,.40885574,.034038372,.066124514,.069200002,0,4.6886516,3.1011429
1993,1,1,0,1,.15544042,2.8285358,.68190044,.48681813,.081587777,.27131602,.069200002,0,6.3613024,3.1011429
1993,1,0,0,1,.032271154,1.3716381,.24193548,.58782554,.01121709,.026899582,.077100001,0,8.0750837,3.1011429
1993,0,0,0,1,.083557174,1.3867173,.30864573,.36466929,.13759845,.018703075,.073299997,0,5.2733893,3.1011429
1993,1,0,0,1,.15423892,5.0274444,.044714052,.5891124,.051876239,.10027061,.068499997,0,10.605694,3.1011429
1994,0,1,1,1,.22944444,7.3977747,.020650066,.42455643,.31959146,1.5387654,.083400004,0,2.8903718,2.6012473
1994,1,0,0,1,.03157131,2.9021215,.1219572,.55407614,.030387191,.096552849,.083400004,0,10.294008,2.6012473
1994,0,1,1,1,2.6700001,.66340572,.082914919,1.1086646,.50209588,.055322677,.086800002,0,1.9459101,2.6012473
1994,0,0,1,1,1.1475306,1.2632934,.15644927,.61334759,.019044574,.056439921,.0748,0,4.5468311,2.6012473
1994,1,1,1,1,.33816093,4.0186515,0,.38622782,.11762667,.45422262,.079700001,0,4.4659081,2.6012473
1994,1,0,0,1,.022302777,1.37436,.19210622,.45473593,.0077922931,.02209999,.0788,0,8.3111525,2.6012473
1994,1,0,0,1,.45360002,2.1976705,0,.27423847,.2634109,.4088867,.084600002,0,3.2188759,2.6012473
1994,0,0,1,1,.61643833,1.4517298,.18765071,.38683209,.10260653,0,.083400004,0,6.4876842,2.6012473
1994,0,0,1,1,.09888947,7.0905118,.010796855,.25842038,.70355594,.075460628,.079899997,0,3.9231904,2.6012473
1994,1,1,0,1,.87322581,3.5773013,0,.023083501,.7873677,.2985656,.081099994,0,3.4339871,2.6012473
1994,1,1,1,1,.18745406,3.5033193,.19647829,.22283563,.11145579,.036625288,.070799999,0,7.7345591,2.6012473
1994,0,1,0,1,.073019609,2.2122538,.14574395,.55509365,.055801392,.027562182,.084600002,0,7.1507015,2.6012473
1994,1,0,0,0,.10388349,5.7903924,0,.21499264,.633129,.31221533,.085699998,0,4.6347289,2.6012473
1994,1,0,0,1,.25477707,2.3314261,.08678665,.68233299,.056070492,.099193648,.080699995,0,9.6614161,2.6012473
1994,1,1,1,1,.41722751,3.5033193,.19647829,.22283563,.11145579,.036625288,.083400004,0,7.291656,2.6012473
1994,0,1,1,1,.11718635,4.1021671,.0074817212,.44261181,.22164598,.54123449,.084600002,0,4.3412142,2.6012473
1994,0,0,1,1,.29063314,1.858389,.1961033,.39989066,.046124965,.061183654,.080699995,0,4.4999251,2.6012473
1995,0,1,0,1,.10399999,1.5376678,.019672735,.20978121,.13200957,.13274498,.071199998,0,2.7080503,3.5738709
1995,0,0,0,1,.056175262,2.8374858,.049579114,.16264802,.59678626,0,.080299996,0,4.8726177,3.5738709
1995,0,1,1,1,.15929462,2.2275772,.047289141,.23848675,.49344563,.37816939,.0682,0,4.7845917,3.5738709
1995,0,0,0,1,.16266666,1.6019889,.12231112,.67265302,.010589563,.040798035,.068099998,0,4.3174882,3.5738709
1995,1,0,0,1,.013618802,1.7595196,.10083668,.49806303,.027232092,.14008023,.070199996,0,8.7342386,3.5738709
1995,0,0,0,1,.66780823,1.2292511,.41645226,.39352119,.020233303,.019584399,.082600005,0,5.676754,3.5738709
1995,0,1,1,1,.84483874,2.1212862,.24042624,.16112459,.012796727,0,.072999999,0,4.1271343,3.5738709
1995,0,1,0,1,.017123288,4.7372141,0,.24276595,.23302777,.055900667,.070199996,0,7.9280457,3.5738709
1995,1,1,0,1,.28314722,3.6071665,.26308462,.17755269,.16335446,.29991862,.081199996,0,5.2832036,3.5738709
1995,1,0,0,1,.030268874,2.3478308,0,.37645787,.051692035,.25655311,.074099995,0,6.8741984,3.5738709
1995,1,0,1,1,.13384539,1.9060631,.010430518,.45491278,.12814018,.0083174016,.0682,0,8.0153275,3.5738709
1995,1,1,0,1,.03945329,2.7923665,.14034976,.48857543,.04059229,.081567526,.070199996,0,10.770462,3.5738709
1995,0,0,0,1,.82758623,4.4435482,.008538899,1.0004066,.14976959,.098807268,.0757,0,3.3672957,3.5738709
1995,1,1,0,1,.5651902,1.1314316,.24766944,1.2216463,.060828563,0,.0682,0,7.6760101,3.5738709
1995,1,0,0,1,.14791588,1.5049206,.26889452,1.1629121,.029359989,.049768761,.076499999,0,7.668561,3.5738709
1995,0,1,1,1,.26571429,1.859054,.026532071,.27791673,.083616219,.47748795,.074099995,0,3.0445225,3.5738709
1995,1,0,1,1,.58383155,1.564543,.25369319,1.4298296,.017897727,.016477274,.070199996,0,8.2106676,3.5738709
1995,1,0,1,1,.30000001,1.4864175,.000646242,.33315128,.21272278,.5570513,.074099995,0,4.7449322,3.5738709
1995,0,1,0,1,.39555556,5.3040037,0,.64257401,.43460014,1.8622056,.080299996,0,2.1972246,3.5738709
1995,1,1,1,1,1.3130655,3.5906456,.038842104,.40139401,.3953144,.08513023,.080299996,0,6.1590953,3.5738709
1995,0,0,0,1,.14688139,2.8374858,.049579114,.16264802,.59678626,0,.0682,0,5.6233745,3.5738709
1995,1,1,0,1,.52111113,1.8789747,.13511816,.64512837,.18041925,.44822171,.072999999,0,2.8903718,3.5738709
1995,1,1,0,1,.11729885,5.8737125,0,.75815135,.39106146,1.0305738,.074099995,0,5.1590552,3.5738709
1995,0,0,0,0,.085763291,2.5448763,.096732214,.57251298,.039383315,.082417585,.068099998,0,9.4127092,3.5738709
1995,0,1,0,1,.7724784,1.6876249,.081295185,.34287032,.13428703,0,.074099995,0,2.6560464,3.5738709
1995,1,1,1,1,1.9444444,3.0830247,0,.072183102,.78345072,1.5205399,.070199996,0,2.1972246,3.5738709
1995,1,1,1,1,.66632652,1.9917712,.20837376,.25019985,.021126235,0,.073200002,0,5.5012584,3.5738709
1995,1,1,1,0,.36466086,1.5731947,.15414684,.59652501,.097307466,.1176158,.073200002,0,9.8608932,3.5738709
1995,1,0,0,1,.047072105,3.0102141,.32204199,.34533343,.080854155,.1583008,.080299996,0,7.8336,3.5738709
1995,1,0,1,0,.52354765,1.7595196,.10083668,.49806303,.027232092,.14008023,.073200002,0,8.6155748,3.5738709
1996,1,1,0,1,.20556124,12.632894,.098803826,.2437799,.10980861,.1700957,.076499999,0,5.2781148,3.5676074
1996,0,0,1,1,.18518518,12.632894,.30039439,.42966697,.22129712,.84224367,.0766,0,3.9889841,3.5676074
1996,0,1,0,1,.011823648,5.6031804,0,.12907147,.47754848,.032610226,.074600004,0,7.3112183,3.5676074
1996,0,0,0,1,.89333332,1.4929283,.28429282,.043425728,.034470506,0,.077100001,0,3.4011974,3.5676074
1996,0,1,0,0,.012845509,2.2098844,0,.2854484,.40674582,.30694327,.073899999,0,5.2829804,3.5676074
1996,1,1,1,1,.060164403,5.635047,.011104523,.31865665,.2862713,.057658456,.074200004,0,7.2435131,3.5676074
1996,1,0,1,1,.075275332,2.2982397,.13273337,.46671581,.072026022,.023506403,.071999997,0,8.6030035,3.5676074
1996,0,0,1,1,.68386418,1.7386441,.0081994608,1.2717139,.097999766,.0043015731,.0766,0,6.0567842,3.5676074
1996,1,0,0,1,2.0995839,1.8180978,.13219371,.47359017,.001896154,.028973144,.077100001,0,6.5467854,3.5676074
1996,0,1,0,1,5.9250002,.73749125,.00209351,.15945569,.31179345,.048080947,.074600004,0,.69314718,3.5676074
1996,0,0,0,1,.55687201,1.2720897,.28169543,.31104285,.00064153899,.043795999,.075000003,0,5.3518581,3.5676074
1996,1,0,1,1,.774966,1.9976578,.11547973,.4699426,.1103594,.071815319,.075000003,0,5.6835799,3.5676074
1996,1,0,0,1,.19697006,1.3474654,.24134052,.22479494,.0039371918,0,.073899999,0,7.4401464,3.5676074
1996,0,0,0,1,.2980099,3.6808679,.094989978,.39133266,.10796593,.41057113,.076200001,0,4.3633647,3.5676074
1996,1,1,0,1,.066153847,4.488585,.0020790021,.13742204,.18404366,.33482328,.074200004,0,4.8675346,3.5676074
1996,1,1,0,1,.20192307,1.4071391,0,.38331297,.088758945,.079071388,.074600004,0,3.2580965,3.5676074
1996,0,1,1,1,.12431017,5.635047,.011104523,.31865665,.2862713,.057658456,.073899999,0,6.9574976,3.5676074
1996,0,1,1,0,.012835154,2.9280684,.22381096,.4006021,.011023657,.048379779,.075000003,0,8.1102343,3.5676074
1997,1,1,0,1,.8386634,2.8226941,.10766775,.24465558,.13388263,.30085856,.067600004,0,5.3082676,3.4647391
1997,1,0,0,1,.09592326,1.7235297,.24917185,.38256356,.017823556,.0085629672,.066100001,0,6.7262335,3.4647391
1997,1,0,0,1,.023593774,2.8253896,.16840966,.65315545,.074792646,.044031736,.075800002,0,11.349618,3.4647391
1997,1,0,0,0,.1651282,1.3191963,.18618537,1.6011671,.024290949,.023748133,.068700001,0,6.1484685,3.4647391
1997,0,0,1,1,.10869565,7.5156007,.0044464711,.019268041,.30236006,.036179837,.066100001,0,6.6012301,3.4647391
1997,0,0,0,1,.28849846,6.248054,.17275633,.036624342,.032478191,.2693271,.077299997,0,3.8941925,3.4647391
1997,0,1,0,1,.70687503,2.1413312,.001087924,.31441006,.072594203,.10068242,.067600004,0,2.7725887,3.4647391
1997,0,1,1,1,.35465074,1.9188972,0,.13879687,.28674805,.065300785,.068700001,0,2.9461644,3.4647391
1997,0,1,1,1,.054804616,10.456429,.001018478,.31806585,.1304622,0,.066100001,0,7.3530817,3.4647391
1997,0,0,1,1,.024166666,4.206965,0,.059991676,.2597757,0,.068700001,0,7.4821191,3.4647391
1997,1,0,1,0,.049047623,2.5873244,.1230403,.56973755,.057327446,.023730377,.071500003,0,8.0143356,3.4647391
1997,1,0,0,1,.24041046,1.6742216,.21435638,1.1998371,.002793296,0,.0722,0,8.0983391,3.4647391
1997,0,0,1,1,.010256411,4.9759612,.10608133,.24269466,.11497083,.39664251,.073100001,0,5.9661469,3.4647391
1997,1,0,0,1,.63929141,1.4892904,.16905957,.46419448,.16036877,.034117267,.0722,0,7.9748769,3.4647391
1997,1,0,0,1,.082608692,1.6698909,.0020709159,.2358319,.40827358,.040256593,.075500004,0,3.1354942,3.4647391
